"","Id","Day","Month","Year","Date","Rented.Bike.Count","Hour","Temperature","Humidity","Wind.Speed","Visibility","Dew.Point.Temperature","Solar.Radiation","Rainfall","Snowfall","Season","Holiday","Functioning.Day","mout","res.km.cluster"
"2882",2882,"31","3","2018","31/03/2018",502,"1",11.5,77,2,593,7.6,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2883",2883,"31","3","2018","31/03/2018",397,"2",11,73,1.5,816,6.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2884",2884,"31","3","2018","31/03/2018",264,"3",10.7,74,1.7,712,6.2,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2885",2885,"31","3","2018","31/03/2018",163,"4",10.4,73,1.7,801,5.7,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2886",2886,"31","3","2018","31/03/2018",108,"5",9.8,73,0.8,1098,5.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2887",2887,"31","3","2018","31/03/2018",142,"6",9.4,75,0.9,1117,5.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2888",2888,"31","3","2018","31/03/2018",264,"7",9.5,72,0.2,1017,4.6,0.04,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2889",2889,"31","3","2018","31/03/2018",489,"8",10.4,65,0.8,979,4,0.41,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2890",2890,"31","3","2018","31/03/2018",642,"9",12.6,57,0.9,859,4.2,0.98,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2891",2891,"31","3","2018","31/03/2018",618,"10",14.7,53,0.9,831,5.2,1.59,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2892",2892,"31","3","2018","31/03/2018",824,"11",16.7,45,1.9,1054,4.6,2.07,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2893",2893,"31","3","2018","31/03/2018",1072,"12",18.2,38,4.2,1189,3.6,2.41,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2894",2894,"31","3","2018","31/03/2018",1218,"13",19.3,37,3,1257,4.2,2.53,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2895",2895,"31","3","2018","31/03/2018",1381,"14",20.1,30,3,1554,1.9,2.57,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2896",2896,"31","3","2018","31/03/2018",1542,"15",18.9,28,3.7,1769,0,2.09,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2897",2897,"31","3","2018","31/03/2018",1578,"16",18,32,3,1836,1,1.03,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2898",2898,"31","3","2018","31/03/2018",1531,"17",17.3,36,3.4,1722,2,0.8,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2899",2899,"31","3","2018","31/03/2018",1391,"18",16.6,33,2.6,1867,0.2,0.48,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2900",2900,"31","3","2018","31/03/2018",1025,"19",15.3,41,2,1751,2.1,0.08,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2901",2901,"31","3","2018","31/03/2018",972,"20",14,45,1.6,1729,2.2,0,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2902",2902,"31","3","2018","31/03/2018",1010,"21",13.3,48,1.6,1582,2.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2903",2903,"31","3","2018","31/03/2018",922,"22",12.8,52,1.5,1616,3.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2904",2904,"31","3","2018","31/03/2018",655,"23",12.4,63,1.3,1201,5.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2905",2905,"1","4","2018","01/04/2018",579,"0",12.1,70,0.8,1050,6.7,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2906",2906,"1","4","2018","01/04/2018",453,"1",11.7,74,0.5,979,7.2,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2907",2907,"1","4","2018","01/04/2018",322,"2",11.7,72,0.6,915,6.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2908",2908,"1","4","2018","01/04/2018",221,"3",11.9,71,0.7,853,6.7,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2909",2909,"1","4","2018","01/04/2018",147,"4",12.1,69,0.3,827,6.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2910",2910,"1","4","2018","01/04/2018",96,"5",12.3,65,0.5,1085,5.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2911",2911,"1","4","2018","01/04/2018",110,"6",12.4,61,0.4,1131,5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2912",2912,"1","4","2018","01/04/2018",169,"7",12.5,62,0.4,1003,5.4,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2913",2913,"1","4","2018","01/04/2018",342,"8",12.9,64,1.5,778,6.2,0.06,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2914",2914,"1","4","2018","01/04/2018",485,"9",13.5,66,1.8,934,7.2,0.16,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2915",2915,"1","4","2018","01/04/2018",566,"10",14.7,61,2,945,7.2,0.64,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2916",2916,"1","4","2018","01/04/2018",737,"11",16.7,55,2.1,1182,7.6,1.37,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2917",2917,"1","4","2018","01/04/2018",926,"12",18,53,3.1,1350,8.2,1.53,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2918",2918,"1","4","2018","01/04/2018",1156,"13",17.9,60,2.2,1248,10,0.86,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2919",2919,"1","4","2018","01/04/2018",1201,"14",17.5,67,2.1,832,11.2,0.42,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2920",2920,"1","4","2018","01/04/2018",1349,"15",18.2,63,2.2,687,11,0.72,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2921",2921,"1","4","2018","01/04/2018",1409,"16",18.2,69,3.2,625,12.4,0.87,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2922",2922,"1","4","2018","01/04/2018",1362,"17",18,72,1.8,559,12.8,0.47,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2923",2923,"1","4","2018","01/04/2018",1296,"18",17.7,75,2.1,519,13.2,0.12,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2924",2924,"1","4","2018","01/04/2018",1066,"19",17.4,79,2.3,614,13.7,0.03,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2925",2925,"1","4","2018","01/04/2018",984,"20",17.1,80,1.5,480,13.6,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2926",2926,"1","4","2018","01/04/2018",983,"21",16.9,81,1.9,472,13.6,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2927",2927,"1","4","2018","01/04/2018",841,"22",16.7,83,2.4,416,13.7,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2928",2928,"1","4","2018","01/04/2018",588,"23",16.3,82,1.3,480,13.2,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2929",2929,"2","4","2018","02/04/2018",468,"0",16.1,80,1.9,605,12.6,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2930",2930,"2","4","2018","02/04/2018",295,"1",16,79,1,716,12.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2931",2931,"2","4","2018","02/04/2018",155,"2",15.7,81,1.4,694,12.4,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2932",2932,"2","4","2018","02/04/2018",111,"3",15.6,81,1.2,628,12.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2933",2933,"2","4","2018","02/04/2018",86,"4",15.7,79,1.2,628,12,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2934",2934,"2","4","2018","02/04/2018",125,"5",15.3,82,1.4,508,12.2,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2935",2935,"2","4","2018","02/04/2018",359,"6",14.9,81,0.4,580,11.6,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2936",2936,"2","4","2018","02/04/2018",918,"7",15.1,80,1,623,11.6,0.01,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2937",2937,"2","4","2018","02/04/2018",1469,"8",15.7,75,1.1,804,11.2,0.11,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2938",2938,"2","4","2018","02/04/2018",806,"9",16.6,70,1.5,945,11,0.3,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2939",2939,"2","4","2018","02/04/2018",579,"10",17.5,66,1.3,1059,11,0.55,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2940",2940,"2","4","2018","02/04/2018",662,"11",18.5,61,1.6,1301,10.8,0.95,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2941",2941,"2","4","2018","02/04/2018",818,"12",20.8,50,2,1240,9.9,1.82,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2942",2942,"2","4","2018","02/04/2018",818,"13",21.9,48,2.5,1113,10.3,2.14,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2943",2943,"2","4","2018","02/04/2018",920,"14",23,42,3.4,1315,9.3,2.1,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2944",2944,"2","4","2018","02/04/2018",993,"15",23.7,43,2.8,1347,10.3,2.28,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2945",2945,"2","4","2018","02/04/2018",1218,"16",23,47,4.1,1417,11,2,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2946",2946,"2","4","2018","02/04/2018",1569,"17",22,49,3.7,1582,10.7,1.28,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2947",2947,"2","4","2018","02/04/2018",2401,"18",20.7,54,4.1,1484,11,0.5,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2948",2948,"2","4","2018","02/04/2018",1779,"19",19.1,60,3.4,1592,11.1,0.1,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2949",2949,"2","4","2018","02/04/2018",1517,"20",18.2,65,1.8,1563,11.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2950",2950,"2","4","2018","02/04/2018",1503,"21",17.9,64,2.1,1652,10.9,0,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2951",2951,"2","4","2018","02/04/2018",1213,"22",17.4,66,2.3,1565,10.9,0,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2952",2952,"2","4","2018","02/04/2018",803,"23",16.8,70,0.9,1426,11.2,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2953",2953,"3","4","2018","03/04/2018",532,"0",16.8,69,0.8,1395,11,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2954",2954,"3","4","2018","03/04/2018",430,"1",17.1,72,1.7,1353,12,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2955",2955,"3","4","2018","03/04/2018",275,"2",17,73,1.6,1184,12.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2956",2956,"3","4","2018","03/04/2018",156,"3",17,74,1.7,1294,12.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2957",2957,"3","4","2018","03/04/2018",124,"4",16.9,74,1.2,1199,12.2,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2958",2958,"3","4","2018","03/04/2018",163,"5",16.9,73,1.6,1275,12,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2959",2959,"3","4","2018","03/04/2018",388,"6",16.8,74,1.2,1265,12.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2960",2960,"3","4","2018","03/04/2018",1033,"7",16.8,73,1,1366,11.9,0.01,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2961",2961,"3","4","2018","03/04/2018",1677,"8",17.3,71,0.5,1481,11.9,0.17,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2962",2962,"3","4","2018","03/04/2018",867,"9",18.3,67,2.4,1375,12,0.55,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2963",2963,"3","4","2018","03/04/2018",664,"10",18.9,66,2,1298,12.4,0.85,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2964",2964,"3","4","2018","03/04/2018",696,"11",19,67,1.9,1062,12.7,0.52,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2965",2965,"3","4","2018","03/04/2018",913,"12",19.6,63,2.9,1034,12.3,0.68,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2966",2966,"3","4","2018","03/04/2018",870,"13",20.1,61,2.6,1117,12.3,1.01,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2967",2967,"3","4","2018","03/04/2018",931,"14",21,53,3.2,1306,11,1.12,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2968",2968,"3","4","2018","03/04/2018",961,"15",19.9,58,2.5,1348,11.3,0.51,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2969",2969,"3","4","2018","03/04/2018",1173,"16",19.7,58,3.7,1302,11.1,0.78,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2970",2970,"3","4","2018","03/04/2018",1436,"17",19.7,57,2.6,1302,10.9,0.54,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2971",2971,"3","4","2018","03/04/2018",2134,"18",18.9,68,3.3,1326,12.8,0.12,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2972",2972,"3","4","2018","03/04/2018",1415,"19",18,74,3.1,1258,13.2,0.02,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2973",2973,"3","4","2018","03/04/2018",1470,"20",17.3,80,2.4,927,13.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2974",2974,"3","4","2018","03/04/2018",1223,"21",17,83,3.2,744,14,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2975",2975,"3","4","2018","03/04/2018",1030,"22",16,85,2,409,13.4,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2976",2976,"3","4","2018","03/04/2018",454,"23",15,94,1.6,163,14,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2977",2977,"4","4","2018","04/04/2018",355,"0",15,96,2.1,141,14.3,0,0.1,0,"Spring","No Holiday","Yes","NoMOut",2
"2978",2978,"4","4","2018","04/04/2018",113,"1",14.8,96,1.7,209,14.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2979",2979,"4","4","2018","04/04/2018",15,"2",14.5,97,2.2,179,14,0,3.5,0,"Spring","No Holiday","Yes","NoMOut",2
"2980",2980,"4","4","2018","04/04/2018",22,"3",14.3,97,1.2,228,13.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2981",2981,"4","4","2018","04/04/2018",14,"4",14.1,97,1.7,306,13.6,0,3,0,"Spring","No Holiday","Yes","NoMOut",2
"2982",2982,"4","4","2018","04/04/2018",19,"5",11.9,97,3.4,305,11.4,0,3,0,"Spring","No Holiday","Yes","NoMOut",2
"2983",2983,"4","4","2018","04/04/2018",172,"6",11.7,95,0.7,2000,10.9,0,2,0,"Spring","No Holiday","Yes","NoMOut",2
"2984",2984,"4","4","2018","04/04/2018",665,"7",10.3,90,1.2,2000,8.7,0.01,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2985",2985,"4","4","2018","04/04/2018",1284,"8",10.3,86,2.5,2000,8,0.15,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2986",2986,"4","4","2018","04/04/2018",378,"9",10.4,81,1.4,2000,7.2,0.36,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2987",2987,"4","4","2018","04/04/2018",505,"10",10.7,81,1.4,2000,7.5,0.57,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2988",2988,"4","4","2018","04/04/2018",744,"11",12.8,65,2,2000,6.3,1.76,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2989",2989,"4","4","2018","04/04/2018",928,"12",15.3,54,2.1,1989,6,2.83,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2990",2990,"4","4","2018","04/04/2018",951,"13",16.7,47,1.4,2000,5.3,3.24,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2991",2991,"4","4","2018","04/04/2018",1096,"14",17.9,42,1.3,1981,4.7,3.04,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2992",2992,"4","4","2018","04/04/2018",1209,"15",17.9,44,2.2,2000,5.4,2.79,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2993",2993,"4","4","2018","04/04/2018",1413,"16",17.9,42,1.1,2000,4.7,2.25,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2994",2994,"4","4","2018","04/04/2018",1745,"17",17.2,46,2.2,2000,5.4,1.6,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2995",2995,"4","4","2018","04/04/2018",2402,"18",16,47,2.1,2000,4.6,0.79,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2996",2996,"4","4","2018","04/04/2018",1626,"19",14.3,53,2.1,2000,4.8,0.17,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2997",2997,"4","4","2018","04/04/2018",1374,"20",12.8,56,2,2000,4.2,0,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2998",2998,"4","4","2018","04/04/2018",1256,"21",11.8,57,1.9,2000,3.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2999",2999,"4","4","2018","04/04/2018",1041,"22",10.9,58,1.5,2000,2.9,0,0,0,"Spring","No Holiday","Yes","NoMOut",3
"3000",3000,"4","4","2018","04/04/2018",668,"23",10.2,58,2.4,2000,2.2,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3001",3001,"5","4","2018","05/04/2018",436,"0",9.5,61,1.7,2000,2.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3002",3002,"5","4","2018","05/04/2018",373,"1",9,62,1.9,2000,2,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3003",3003,"5","4","2018","05/04/2018",220,"2",9,63,2.1,2000,2.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3004",3004,"5","4","2018","05/04/2018",150,"3",8.9,64,2.2,2000,2.4,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3005",3005,"5","4","2018","05/04/2018",87,"4",8.8,65,2.5,2000,2.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3006",3006,"5","4","2018","05/04/2018",18,"5",8.3,81,2,1060,5.2,0,0.1,0,"Spring","No Holiday","Yes","NoMOut",2
"3007",3007,"5","4","2018","05/04/2018",21,"6",7.5,94,2.4,511,6.5,0,0.4,0,"Spring","No Holiday","Yes","NoMOut",2
"3008",3008,"5","4","2018","05/04/2018",38,"7",7.1,94,2.2,572,6.1,0,1.5,0,"Spring","No Holiday","Yes","NoMOut",2
"3009",3009,"5","4","2018","05/04/2018",207,"8",6.7,94,2.7,1127,5.7,0.05,2,0,"Spring","No Holiday","Yes","NoMOut",2
"3010",3010,"5","4","2018","05/04/2018",129,"9",6.8,89,2.9,2000,5.1,0.07,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3011",3011,"5","4","2018","05/04/2018",95,"10",7.1,87,2.9,2000,5,0.15,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3012",3012,"5","4","2018","05/04/2018",47,"11",7.1,93,2.6,697,6,0.19,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3013",3013,"5","4","2018","05/04/2018",70,"12",7.3,95,2.2,676,6.5,0.3,0.5,0,"Spring","No Holiday","Yes","NoMOut",2
"3014",3014,"5","4","2018","05/04/2018",84,"13",7.7,95,1.9,442,6.9,0.4,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3015",3015,"5","4","2018","05/04/2018",46,"14",8,95,1.5,514,7.2,0.35,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3016",3016,"5","4","2018","05/04/2018",37,"15",8.1,96,1.9,410,7.4,0.26,0.5,0,"Spring","No Holiday","Yes","NoMOut",2
"3017",3017,"5","4","2018","05/04/2018",31,"16",8.1,96,1.5,281,7.4,0.21,1,0,"Spring","No Holiday","Yes","NoMOut",2
"3018",3018,"5","4","2018","05/04/2018",46,"17",8,96,1.4,298,7.3,0.13,1,0,"Spring","No Holiday","Yes","NoMOut",2
"3019",3019,"5","4","2018","05/04/2018",75,"18",7.6,96,2,660,6.9,0.04,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3020",3020,"5","4","2018","05/04/2018",75,"19",7.6,96,1.5,1309,6.9,0,1.5,0,"Spring","No Holiday","Yes","NoMOut",2
"3021",3021,"5","4","2018","05/04/2018",56,"20",7.3,96,1.9,2000,6.6,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3022",3022,"5","4","2018","05/04/2018",99,"21",7.3,96,1.5,749,6.6,0,1,0,"Spring","No Holiday","Yes","NoMOut",2
"3023",3023,"5","4","2018","05/04/2018",77,"22",7.2,96,1,700,6.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3024",3024,"5","4","2018","05/04/2018",79,"23",7.1,96,1.3,1497,6.5,0,0.5,0,"Spring","No Holiday","Yes","NoMOut",2
"3025",3025,"6","4","2018","06/04/2018",56,"0",7.2,95,0.9,861,6.4,0,0.5,0,"Spring","No Holiday","Yes","NoMOut",2
"3026",3026,"6","4","2018","06/04/2018",50,"1",7.2,95,0.2,683,6.4,0,0.5,0,"Spring","No Holiday","Yes","NoMOut",2
"3027",3027,"6","4","2018","06/04/2018",27,"2",7.3,96,1,337,6.6,0,1.5,0,"Spring","No Holiday","Yes","NoMOut",2
"3028",3028,"6","4","2018","06/04/2018",18,"3",7.2,96,0.8,349,6.5,0,2,0,"Spring","No Holiday","Yes","NoMOut",2
"3029",3029,"6","4","2018","06/04/2018",9,"4",6.8,97,2.2,453,6.3,0,2,0,"Spring","No Holiday","Yes","NoMOut",2
"3030",3030,"6","4","2018","06/04/2018",54,"5",6.3,97,1.7,787,5.8,0,0.5,0,"Spring","No Holiday","Yes","NoMOut",2
"3031",3031,"6","4","2018","06/04/2018",178,"6",6.1,96,2.1,798,5.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3032",3032,"6","4","2018","06/04/2018",591,"7",5.7,95,3.4,1136,4.9,0.02,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3033",3033,"6","4","2018","06/04/2018",1235,"8",5.9,90,2.8,1820,4.3,0.32,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3034",3034,"6","4","2018","06/04/2018",719,"9",6.9,83,2.2,1666,4.2,0.83,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3035",3035,"6","4","2018","06/04/2018",529,"10",8,73,2.8,1641,3.4,1.44,0,0,"Spring","No Holiday","Yes","NoMOut",3
"3036",3036,"6","4","2018","06/04/2018",598,"11",8.3,69,4.1,1217,2.9,1.81,0,0,"Spring","No Holiday","Yes","NoMOut",3
"3037",3037,"6","4","2018","06/04/2018",756,"12",6.7,71,4.6,543,1.8,1.05,0,0,"Spring","No Holiday","Yes","NoMOut",3
"3038",3038,"6","4","2018","06/04/2018",683,"13",7.9,58,4.3,488,0.1,1.88,0,0,"Spring","No Holiday","Yes","NoMOut",3
"3039",3039,"6","4","2018","06/04/2018",572,"14",7.4,56,3.5,461,-0.8,1.04,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3040",3040,"6","4","2018","06/04/2018",545,"15",6.8,50,4.1,660,-2.9,0.56,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3041",3041,"6","4","2018","06/04/2018",585,"16",6.6,50,4,645,-3.1,0.81,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3042",3042,"6","4","2018","06/04/2018",776,"17",6.3,50,4.4,707,-3.3,0.64,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3043",3043,"6","4","2018","06/04/2018",1114,"18",5.9,43,4.2,859,-5.7,0.62,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3044",3044,"6","4","2018","06/04/2018",659,"19",4.8,48,3.8,1126,-5.3,0.17,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3045",3045,"6","4","2018","06/04/2018",508,"20",4.3,59,1.5,991,-3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3046",3046,"6","4","2018","06/04/2018",447,"21",4,67,3,794,-1.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3047",3047,"6","4","2018","06/04/2018",499,"22",3.9,68,3,737,-1.4,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3048",3048,"6","4","2018","06/04/2018",312,"23",3.8,75,1.2,604,-0.2,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3049",3049,"7","4","2018","07/04/2018",282,"0",3,67,3.3,945,-2.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3050",3050,"7","4","2018","07/04/2018",225,"1",2.6,67,2.7,1053,-2.9,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3051",3051,"7","4","2018","07/04/2018",123,"2",1.8,81,2.9,325,-1.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"3052",3052,"7","4","2018","07/04/2018",122,"3",1.5,82,3.5,372,-1.2,0,0.1,0,"Spring","No Holiday","Yes","NoMOut",2
"3053",3053,"7","4","2018","07/04/2018",80,"4",1.6,70,3.6,1392,-3.2,0,0.1,0,"Spring","No Holiday","Yes","NoMOut",1
"3054",3054,"7","4","2018","07/04/2018",57,"5",1.6,62,2.5,1372,-4.9,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3055",3055,"7","4","2018","07/04/2018",108,"6",1.7,58,3.8,1189,-5.6,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3056",3056,"7","4","2018","07/04/2018",206,"7",1.9,51,0.6,1297,-7.1,0.07,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3057",3057,"7","4","2018","07/04/2018",399,"8",2.4,44,2.2,1375,-8.6,0.41,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3058",3058,"7","4","2018","07/04/2018",426,"9",3.4,37,3.6,1668,-9.9,1.07,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3059",3059,"7","4","2018","07/04/2018",453,"10",4.3,31,4.9,1661,-11.3,1.77,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3060",3060,"7","4","2018","07/04/2018",553,"11",4.7,26,4.8,1927,-13.2,1.55,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3061",3061,"7","4","2018","07/04/2018",697,"12",6,23,4.2,1990,-13.6,2,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3062",3062,"7","4","2018","07/04/2018",852,"13",7.4,22,4.5,1964,-12.9,2.98,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3063",3063,"7","4","2018","07/04/2018",919,"14",8.1,24,4.7,1914,-11.3,2.99,0,0,"Spring","No Holiday","Yes","NoMOut",3
"3064",3064,"7","4","2018","07/04/2018",925,"15",7.6,36,5,1928,-6.5,1.39,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3065",3065,"7","4","2018","07/04/2018",897,"16",7.9,34,4.7,1979,-7,1.09,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3066",3066,"7","4","2018","07/04/2018",908,"17",7.6,36,2.1,2000,-6.5,1.8,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3067",3067,"7","4","2018","07/04/2018",714,"18",6.4,43,3.7,2000,-5.2,0.92,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3068",3068,"7","4","2018","07/04/2018",518,"19",4.9,47,3.5,2000,-5.4,0.2,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3069",3069,"7","4","2018","07/04/2018",458,"20",4.2,44,4.1,2000,-6.9,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"3070",3070,"7","4","2018","07/04/2018",443,"21",3.8,39,3.2,2000,-8.9,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
